7000,14,121.8134,31.1594,260,
7001,14,104.0848,30.633,169,
7002,14,104.0708,30.6517,164,
7003,14,121.6135,31.1566,157,
7004,14,120.3029,31.9003,149,
7005,14,104.0914,30.6568,147,
7006,14,119.5423,35.4018,142,
7007,14,104.0825,30.6561,141,
7008,14,104.0847,30.614,141,
7009,14,104.0728,30.633,130,
7010,14,104.0777,30.6221,130,
7011,14,104.0737,30.6628,129,
7012,14,104.0955,30.6614,127,
7013,14,104.0691,30.6655,124,
7014,14,104.0696,30.6548,124,
7015,14,104.0742,30.6698,120,
7016,14,104.0883,30.6751,119,
7017,14,104.0742,30.6578,117,
7018,14,104.1083,30.6487,116,
7019,14,104.0544,30.6295,107,
7020,14,104.0727,30.6758,105,
7021,14,104.1032,30.649,103,
7022,14,104.1004,30.6495,102,
7023,14,104.0622,30.6439,101,
7024,14,104.0721,30.6478,98,
7025,14,103.9639,30.5736,97,
7026,14,104.0047,30.6813,94,
7027,14,104.0832,30.6008,94,
7028,14,104.0727,30.6677,94,
7029,14,104.073,30.6438,94,
7030,14,104.0515,30.6035,93,
7031,14,104.0963,30.6352,92,
7032,14,104.0209,30.6614,91,
7033,14,104.0438,30.6922,91,
7034,14,104.0404,30.6929,90,
7035,14,104.0358,30.5938,89,
7036,14,104.1096,30.678,88,
7037,14,104.0693,30.6336,88,
7038,14,104.1103,30.6444,88,
7039,14,104.0913,30.653,87,
7040,14,106.5794,29.572,87,
7041,14,104.1109,30.6816,87,
7042,14,104.0455,30.632,86,
7043,14,104.0625,30.6201,86,
7044,14,104.0992,30.6576,86,
7045,14,104.1129,30.6881,85,
7046,14,104.0186,30.5887,85,
7047,14,104.0539,30.6238,85,
7048,14,104.096,30.624,84,
7049,14,104.0478,30.6358,84,
7050,14,104.0266,30.6778,83,
7051,14,104.0423,30.6675,83,
7052,14,104.0816,30.6743,83,
7053,14,104.2798,30.5653,83,
7054,14,104.0587,30.6857,81,
7055,14,104.0987,30.6466,80,
7056,14,104.0416,30.7016,80,
7057,14,104.1226,30.6752,80,
7058,14,103.8513,30.6977,80,
7059,14,104.101,30.6801,80,
7060,14,104.0294,30.6451,80,
7061,14,104.0343,30.6874,80,
7062,14,104.0777,30.643,79,
7063,14,104.2637,30.5708,79,
7064,14,104.0884,30.6433,79,
7065,14,104.0582,30.6707,78,
7066,14,104.0787,30.6742,78,
7067,14,103.9847,30.5732,78,
7068,14,104.0345,30.6917,77,
7069,14,104.0359,30.6454,77,
7070,14,103.9882,30.576,77,
7071,14,104.1187,30.6442,77,
7072,14,104.1242,30.662,76,
7073,14,104.0015,30.5746,76,
7074,14,104.0092,30.5826,75,
7075,14,103.8869,30.8036,75,
7076,14,104.0602,30.6902,75,
7077,14,104.0534,30.645,75,
7078,14,103.842,30.701,75,
7079,14,103.9976,30.5812,75,
7080,14,104.025,30.5921,74,
7081,14,103.9676,30.5854,74,
7082,14,104.0734,30.6317,74,
7083,14,104.1203,30.6553,74,
7084,14,104.0206,30.6508,73,
7085,14,103.8391,30.7019,73,
7086,14,104.0843,30.6228,73,
7087,14,120.3369,30.3023,73,
7088,14,104.0261,30.6748,73,
7089,14,104.0955,30.6855,72,
7090,14,104.1132,30.6774,72,
7091,14,104.0669,30.687,72,
7092,14,103.8869,30.8185,71,
7093,14,103.9855,30.6519,70,
7094,14,104.0404,30.5992,70,
7095,14,104.0395,30.6038,69,
7096,14,104.1167,30.6309,69,
7097,14,104.0587,30.6103,69,
7098,14,103.834,30.6884,69,
7099,14,104.0243,30.6785,69,
7100,14,104.1013,30.6902,69,
7101,14,104.0481,30.6521,69,
7102,14,104.1194,30.6635,68,
7103,14,103.9049,30.8058,68,
7104,14,104.0142,30.7076,68,
7105,14,103.9021,30.8048,67,
7106,14,104.0453,30.6102,67,
7107,14,104.0141,30.6983,67,
7108,14,104.1141,30.6381,66,
7109,14,104.08,30.641,66,
7110,14,104.0951,30.6387,66,
7111,14,103.8443,30.7004,65,
7112,14,103.9967,30.6763,65,
7113,14,104.1045,30.6599,65,
7114,14,104.0481,30.6651,65,
7115,14,104.0262,30.6526,65,
7116,14,104.0604,30.6665,64,
7117,14,104.011,30.7015,64,
7118,14,104.0613,30.6569,64,
7119,14,104.0484,30.6789,64,
7120,14,104.2752,30.5758,64,
7121,14,104.2712,30.5638,64,
7122,14,104.108,30.664,64,
7123,14,104.0467,30.674,64,
7124,14,104.2619,30.5723,64,
7125,14,104.0508,30.6562,63,
7126,14,103.9878,30.651,63,
7127,14,104.04,30.6337,63,
7128,14,104.0339,30.6862,63,
7129,14,104.1022,30.643,62,
7130,14,104.0486,30.6437,62,
7131,14,104.0051,30.6886,62,
7132,14,104.0037,30.6414,62,
7133,14,103.964,30.5734,62,
7134,14,104.052,30.6219,62,
7135,14,104.0533,30.6904,61,
7136,14,103.8932,30.8167,61,
7137,14,103.6395,30.9883,61,
7138,14,104.083,30.5897,60,
7139,14,129.3872,44.5902,60,
7140,14,104.0297,30.693,60,
7141,14,103.6423,31.0008,60,
7142,14,104.1172,30.657,60,
7143,14,104.0628,30.693,59,
7144,14,104.0605,30.6736,58,
7145,14,103.9988,30.6811,58,
7146,14,103.6452,31.0026,58,
7147,14,103.832,30.7124,58,
7148,14,104.2684,30.553,58,
7149,14,104.0514,30.6082,57,
7150,14,104.0478,30.6654,57,
7151,14,104.082,30.6166,57,
7152,14,104.1583,30.6352,57,
7153,14,104.0795,30.5997,57,
7154,14,104.0204,30.6637,57,
7155,14,104.0195,30.7031,57,
7156,14,103.846,30.6893,56,
7157,14,104.0081,30.633,56,
7158,14,104.0933,30.6764,56,
7159,14,104.1335,30.6091,56,
7160,14,104.0716,30.6056,56,
7161,14,104.0547,30.6354,56,
7162,14,104.2917,30.5778,55,
7163,14,103.8967,30.8069,55,
7164,14,104.1178,30.6613,55,
7165,14,104.0847,30.688,55,
7166,14,104.0071,30.6717,55,
7167,14,111.3138,30.7085,55,
7168,14,104.0901,30.6064,55,
7169,14,104.1233,30.6778,55,
7170,14,104.2545,30.5741,55,
7171,14,103.6259,31.0062,54,
7172,14,104.0953,30.6699,54,
7173,14,104.2909,30.5692,54,
7174,14,104.1416,30.6138,54,
7175,14,103.6547,30.9861,53,
7176,14,104.0525,30.6497,53,
7177,14,104.0552,30.6478,53,
7178,14,103.9605,30.5805,53,
7179,14,103.8264,30.6872,53,
7180,14,104.0205,30.7155,53,
7181,14,103.8793,30.8166,52,
7182,14,103.8635,30.6902,52,
7183,14,104.0887,30.5943,52,
7184,14,104.0846,30.6931,51,
7185,14,104.0328,30.5908,51,
7186,14,103.9529,30.5711,51,
7187,14,103.9905,30.6744,51,
7188,14,103.9289,30.5744,51,
7189,14,104.1394,30.6189,51,
7190,14,103.9233,30.5714,50,
7191,14,104.0178,30.663,50,
7192,14,104.1129,30.67,50,
7193,14,104.0737,30.7014,50,
7194,14,103.6522,31.001,50,
7195,14,104.1937,30.8202,50,
7196,14,104.1039,30.6954,50,
7197,14,103.8525,30.7108,50,
7198,14,103.9197,30.7989,49,
7199,14,104.0383,30.6995,49,
7200,14,104.1554,30.6425,49,
7201,14,104.2935,30.5755,49,
7202,14,103.924,30.5812,49,
