2260,22,104.067,30.7276,4,
2261,22,104.1852,30.8259,11,
2262,22,103.666,30.9941,5,
2263,22,103.9979,30.6094,3,
2264,22,103.9632,30.577,8,
2265,22,104.1295,30.698,12,
2266,22,103.892,30.6838,9,
2267,22,103.6293,30.9865,11,
2268,22,103.8372,30.6966,18,
2269,22,104.122,30.6274,9,
2270,22,104.2002,30.8347,4,
2271,22,104.0621,30.5442,8,
2272,22,104.2856,30.5833,9,
2273,22,104.0655,30.6551,5,
2274,22,104.2875,30.5668,4,
2275,22,104.1031,30.5597,5,
2276,22,103.9814,30.6324,11,
2277,22,104.0758,30.67,22,
2278,22,104.1688,30.6538,3,
2279,22,103.8901,30.804,7,
2280,22,103.8564,30.7218,3,
2281,22,104.144,30.6782,11,
2282,22,104.1399,30.6047,9,
2283,22,104.0959,30.7189,6,
2284,22,103.6481,30.9941,5,
2285,22,104.0156,30.7291,5,
2286,22,104.0712,30.6805,3,
2287,22,103.6646,31.0069,7,
2288,22,103.6389,30.9816,3,
2289,22,104.053,30.6428,7,
2290,22,103.9006,30.8055,3,
2291,22,104.0274,30.578,4,
2292,22,104.2829,30.8782,4,
2293,22,104.1449,30.6356,16,
2294,22,103.8236,30.6557,4,
2295,22,104.0435,30.5587,10,
2296,22,104.0914,30.5946,13,
2297,22,103.8619,30.6941,8,
2298,22,103.84,30.7293,4,
2299,22,104.0226,30.6558,4,
2300,22,103.82,30.7008,8,
2301,22,104.0511,30.5523,4,
2302,22,104.0737,30.5523,4,
2303,22,103.6505,30.9716,4,
2304,22,103.9176,30.7931,5,
2305,22,103.8389,30.6779,4,
2306,22,103.9214,30.6086,5,
2307,22,103.9537,30.7817,8,
2308,22,104.0848,30.6612,5,
2309,22,104.0041,30.6671,3,
2310,22,104.2,30.8058,3,
2311,22,103.8474,30.6999,10,
2312,22,103.9736,30.7549,8,
2313,22,104.0973,30.6821,3,
2314,22,104.0175,30.6671,8,
2315,22,104.0268,31.0318,4,
2316,22,104.0888,30.6427,5,
2317,22,104.063,30.5571,5,
2318,22,104.0721,30.5755,3,
2319,22,104.1245,30.6514,14,
2320,22,103.9283,30.5726,4,
2321,22,104.0496,30.6985,4,
2322,22,104.1849,30.7062,4,
2323,22,104.1376,30.6506,4,
2324,22,103.9285,30.5829,9,
2325,22,104.1099,30.6147,5,
2326,22,103.6253,31.0011,11,
2327,22,104.0093,30.5824,23,
2328,22,104.0277,30.6763,6,
2329,22,103.6542,30.9864,10,
2330,22,104.1616,30.8287,5,
2331,22,104.2668,30.5781,20,
2332,22,104.0145,30.5745,5,
2333,22,104.0118,30.7523,6,
2334,22,104.1026,30.5941,5,
2335,22,103.8357,30.6874,3,
2336,22,103.6378,30.9978,18,
2337,22,103.8412,30.7134,9,
2338,22,104.0486,30.6717,4,
2339,22,104.0737,30.638,8,
2340,22,104.1006,30.7087,8,
2341,22,104.1887,30.8375,5,
2342,22,104.1155,30.5953,11,
2343,22,103.808,30.6963,5,
2344,22,104.1016,30.6311,8,
2345,22,104.0661,30.5911,13,
2346,22,103.878,30.6875,4,
2347,22,104.025,30.883,3,
2348,22,103.66,30.9758,4,
2349,22,104.0391,30.6412,5,
2350,22,104.0805,30.5443,13,
2351,22,104.0621,30.6234,9,
2352,22,104.2391,30.5832,5,
2353,22,103.8906,30.8212,5,
2354,22,103.6454,31.0128,8,
2355,22,104.0532,30.7231,3,
2356,22,104.075,30.6086,9,
