	log2FoldChange
101115000	0.609992157
101105215	1.953349746
101108365	1.037038449
106990091	0.680222641
101119740	-2.79604246
101108210	1.075395525
101107503	-0.688445026
105607156	-0.972064765
100170113	4.847427587
101114717	1.560530983
105611240	-1.471335765
101111922	-2.440633658
101107980	0.663651846
101110684	-0.516283742
114111015	1.360080647
101122907	0.614962455
101118803	-4.024354544
101116278	-0.972895596
101120271	1.111549722
101118077	-1.119054363
101104786	0.676615722
101119071	0.923738683
101122663	-1.10023462
101105140	-1.955000501
101109663	-1.174861391
101110310	1.838853291
101108592	0.673512629
101115086	0.520198246
101113611	-0.605172687
101116451	0.599286611
101109665	0.666935943
114116164	-0.922536909
101106527	-2.197019117
101121853	-2.353638234
101105457	-0.711622146
101118758	-0.675235935
101123438	0.631901748
101119303	-1.05028849
101121275	0.566312693
101122751	-0.922482038
101105772	1.14340246
101115510	0.706972233
101110029	-0.801918605
101113866	0.660978383
105601907	-0.806552702
114110581	0.849845197
101108716	-1.323386872
101119298	-4.653535406
114114490	-1.363817969
105602739	-5.246781242
101107905	-1.219386625
101116263	2.062554686
101122854	-0.670129022
101104396	0.723441695
101105078	-1.053169951
101120515	0.550556137
101111394	-3.008677405
101117416	-0.572039055
101117967	0.671527284
101113654	0.603147657
101103760	-0.423834266
101113019	0.665995159
101112772	0.662470951
101116995	-1.234779408
101102584	-0.608933885
101103388	0.930940048
101118263	-0.636448266
101105647	0.518352252
101111039	1.688488699
101104676	-3.156510493
101121699	1.044557483
105609488	-1.651888585
101121032	0.800250188
101117509	-1.543961545
114118752	0.642623406
101118396	-1.098376708
100422802	-6.300135712
101119983	0.545977071
101119620	-1.709812175
101105943	-0.734201215
101102232	0.742952587
101117002	0.8071667
101111817	0.61415042
101113776	0.935643529
100037703	0.746962039
101122473	-1.015827063
101112412	0.953919463
101121243	-1.601461335
100037676	0.597799723
101107644	-0.481156089
114116606	-2.009291363
105614076	-1.066371641
101120611	0.922594972
101103390	0.65169153
101103330	0.608369334
114118647	-2.896512749
101110831	-0.731653202
101117371	-0.852317134
443226	-1.128722349
101107283	1.257008511
100135700	0.770408563
100820750	-1.975224801
105614894	0.785504168
101110223	-1.24932753
101107038	0.588543747
101118446	-0.978491501
101112244	0.618101348
101102919	-4.961877972
101102834	-1.631919994
101111577	0.702469072
101120892	-1.174879953
101110466	1.328342979
101107149	0.841263344
101123504	-0.573629707
101102807	0.706049551
101108598	-3.136258667
101108095	2.013499823
101111567	-1.463647809
100037696	2.481594076
101115682	-0.96457905
101108814	0.870720488
101110744	-2.705167705
443127	4.960320996
101116795	-2.22691179
101123013	0.709941425
101120068	-0.784058397
101103719	-0.446783263
101118984	-1.509196521
114117363	1.408015337
101122006	2.602750715
105606460	-2.866612091
101117821	-6.587534736
100302360	0.823565349
101107714	0.668776046
101113425	0.970781245
101116612	-0.686124005
101119360	-2.304353632
101113097	-2.352861306
114109537	-2.935589857
101123094	-2.495156595
101109874	0.549134901
101112401	0.416843228
101108974	0.989765066
101117593	-0.851184221
101121350	-0.571787005
100302077	0.613436739
101109613	1.097356786
101122881	0.565945618
101114609	-1.354199542
443541	0.580469708
101121561	0.61691541
101111247	0.884918782
101110174	0.397368706
100820752	0.632399128
101113874	-0.547415869
101114744	0.556219278
101122160	1.25623622
101116326	-1.766369959
443083	-1.348661684
101122277	0.579377364
101113174	0.728211029
101111116	-0.689452799
101112405	-2.143263194
101122868	-1.898540258
114112133	-1.605689837
114116333	-1.019808787
101103201	0.842618359
101122270	-1.574170847
101119144	0.828251281
101111880	-2.539129353
105609758	-1.555295741
101113160	0.801747599
101105152	0.709724956
101102030	-2.168222399
101113453	-0.665681761
114113604	-2.25375793
101120415	0.829463295
106991014	-2.463100704
101112017	-1.288366495
101105383	0.811402385
101107639	0.654060779
101111668	0.483826391
101118862	-0.972265115
101112175	-1.295063405
101110720	0.80335124
101111490	0.739865209
101112279	0.593009428
101112987	0.724425974
443302	-5.328859125
101118304	-0.815035188
101108396	-0.783946339
101102496	-5.276952247
101113635	1.815520737
101107975	-1.96351404
101104449	-0.628326909
101102427	0.72882417
101103131	0.522767089
101106919	-0.59282425
101102773	1.339690255
101103322	0.808668842
101121105	0.70190778
100302342	0.843420622
100147785	0.831713556
100048989	0.679899031
101109622	0.710280924
101121713	0.546081366
442998	0.853946144
101122608	0.478005564
101113116	-1.78708464
114113165	1.282108096
101102723	-0.615784021
101117293	0.803534474
101109236	-0.350989652
101119691	-0.495299273
101121321	0.908779425
101109557	-0.92942423
443258	0.822697094
100037692	0.946685445
101105293	1.529970223
114115360	0.610269934
101122468	0.710085957
101109954	0.50841078
101122031	-0.954858611
101120984	0.878561627
101107104	-2.088882476
101119883	0.543806123
101123620	-1.438389493
101121595	-2.203519617
105607227	-2.215252273
101116521	0.501742232
101107188	-1.21212211
101113225	-0.901823186
114113058	-0.648426204
101122416	1.242327391
443198	-3.846058531
443437	-0.726731819
101107235	0.517395657
101110690	0.728271088
101111703	0.782573444
101121011	0.737266592
101104833	0.75439059
101115071	0.989220629
101123344	-1.792961703
101113185	2.797282281
101104499	-0.765234334
101102133	0.584811757
101103018	-1.296594739
101111793	-0.751550069
114109073	-1.344411029
101113211	0.916316997
101109694	-0.570400353
443460	1.278485734
101104192	-0.61162192
101114748	-0.598387819
101123469	-0.83371441
101109896	-1.103770231
101112313	0.457801201
443193	-1.495245504
101104384	-1.566909357
101122620	0.501065982
101123497	0.717869336
101119613	-0.963647598
101104014	1.018884695
101118408	0.924372826
101114620	-2.612538302
101114586	0.759861626
101115807	-1.575180048
101109183	-0.917798395
114116388	-1.780152181
101110115	0.487131098
101121649	-0.55936144
114116934	-1.958677458
101114150	-0.514584295
101110042	0.686212797
105605114	-1.804956359
101115839	1.350492126
101112645	-0.841538112
101121975	0.597181466
101115752	0.647775041
101110308	-0.986168486
101110925	-1.30402382
101111967	0.673918266
101116917	0.442636357
101116101	2.744251483
101107783	-1.483944534
101109064	0.750571861
101108663	0.581219153
114116709	-2.982523181
101104589	-1.766504642
114108858	-0.520939329
101121719	3.131441514
101103533	0.556164472
101107203	-1.155952058
101119721	0.521768253
114110273	0.986129309
101115926	-0.503754772
101108022	-0.848343351
101104651	-0.690407009
106990901	-0.759497768
101109734	0.673625095
101108418	1.034513607
101114414	0.845731713
101109926	-0.724738484
101120523	-1.302107557
101115678	-3.956019459
114109606	-3.028472944
101119423	0.474372381
101123561	1.732838624
101112105	0.593009857
101114721	-0.676522127
101112399	0.590356998
101109810	-0.563561989
101118901	0.641074523
114108636	-0.847694272
101106971	0.505041841
101117636	-1.811396259
101119367	0.80203685
101112768	-0.4488478
101116026	-0.56776446
101113968	0.450393708
101105329	-0.46084242
101115312	1.03137119
101106592	0.578918289
101111872	1.00355178
101111152	1.428590036
101122573	0.681300586
101116317	-1.110029721
101117995	0.764852472
101107660	-4.829302156
443340	0.423596401
101104742	0.610661115
101113926	-4.408087324
100568286	-0.928282898
101109366	1.288245119
101111036	-0.660209913
101114929	-0.976270562
101119261	-1.573169761
101102284	0.616082868
101120551	0.623387335
443413	-2.303013156
105603011	0.478184005
101116224	0.940568418
101122759	2.465535684
106991117	-1.153005471
101118880	0.978549577
114114901	-0.545320178
101112653	-1.619331144
101101920	-0.961136526
101110489	-0.830482096
101112784	-0.541402346
101106020	0.787883679
100125358	1.212990597
101121959	0.636896399
101107376	-0.478552934
101109543	-3.478417554
100171398	-0.449176006
443345	-3.048502123
101109136	0.60846259
101106607	-1.752020845
101112016	-2.120884013
101120875	-1.014575697
101107679	-1.773407044
101113655	0.82634642
101108269	-0.692839512
105603956	0.8459122
105605940	-0.744215137
101102006	-0.670964174
101112909	-3.376857084
101122805	-0.532739746
101105746	-0.601726567
100147781	0.877201927
101103579	0.542447444
101115415	0.438650941
101110034	-1.928958951
101119836	0.537509208
101119350	-2.185918482
101105592	1.572995477
105602841	-1.854297268
101106258	-2.667704047
780456	0.933450935
114110453	-1.690901825
101107758	-1.459435889
101122406	-3.252532089
101122420	-1.392327448
101107580	0.515934119
101112637	-0.825251632
101118788	0.592717094
101117654	-1.041788313
